ID,data,tipo,categoria,valor,descricao
194,2025-04-07,entrada,Prestação de Serviços,7988.19,Transação referente a Prestação de Serviços
836,2025-04-08,entrada,Rendimentos,10354.89,Transação referente a Rendimentos
1325,2025-04-08,entrada,Prestação de Serviços,9168.1,Transação referente a Prestação de Serviços
956,2025-04-08,entrada,Rendimentos,11460.99,Transação referente a Rendimentos
176,2025-04-08,saida,Impostos,804.74,Transação referente a Impostos
1480,2025-04-09,entrada,Vendas de Produtos,11399.01,Transação referente a Vendas de Produtos
584,2025-04-09,saida,Folha Salarial,632.28,Transação referente a Folha Salarial
1139,2025-04-09,entrada,Aportes,3477.86,Transação referente a Aportes
277,2025-04-09,entrada,Vendas de Produtos,7473.52,Transação referente a Vendas de Produtos
284,2025-04-09,entrada,Vendas de Produtos,4975.57,Transação referente a Vendas de Produtos
367,2025-04-09,saida,Impostos,1322.05,Transação referente a Impostos
1284,2025-04-10,entrada,Vendas de Produtos,6671.08,Transação referente a Vendas de Produtos
855,2025-04-10,saida,Software SaaS,2213.33,Transação referente a Software SaaS
649,2025-04-10,entrada,Prestação de Serviços,6558.39,Transação referente a Prestação de Serviços
457,2025-04-10,saida,Software SaaS,1446.99,Transação referente a Software SaaS
317,2025-04-11,saida,Folha Salarial,196.06,Transação referente a Folha Salarial
1119,2025-04-11,entrada,Vendas de Produtos,11898.53,Transação referente a Vendas de Produtos
500,2025-04-11,saida,Manutenção,3974.04,Transação referente a Manutenção
292,2025-04-12,saida,Software SaaS,1283.0,Transação referente a Software SaaS
1467,2025-04-12,entrada,Rendimentos,1240.95,Transação referente a Rendimentos
883,2025-04-12,entrada,Rendimentos,2795.25,Transação referente a Rendimentos
1095,2025-04-13,entrada,Rendimentos,6048.73,Transação referente a Rendimentos
487,2025-04-13,entrada,Prestação de Serviços,7099.22,Transação referente a Prestação de Serviços
899,2025-04-13,entrada,Prestação de Serviços,8895.7,Transação referente a Prestação de Serviços
1164,2025-04-14,entrada,Aportes,2435.01,Transação referente a Aportes
253,2025-04-14,saida,Aluguel,3373.39,Transação referente a Aluguel
1439,2025-04-14,saida,Software SaaS,2729.36,Transação referente a Software SaaS
885,2025-04-15,entrada,Prestação de Serviços,11219.17,Transação referente a Prestação de Serviços
805,2025-04-16,saida,Manutenção,61.4,Transação referente a Manutenção
681,2025-04-16,entrada,Aportes,4524.23,Transação referente a Aportes
1315,2025-04-16,saida,Impostos,1464.07,Transação referente a Impostos
192,2025-04-16,entrada,Prestação de Serviços,6847.84,Transação referente a Prestação de Serviços
454,2025-04-17,entrada,Prestação de Serviços,3471.05,Transação referente a Prestação de Serviços
538,2025-04-17,saida,Impostos,865.84,Transação referente a Impostos
127,2025-04-17,saida,Aluguel,4491.61,Transação referente a Aluguel
514,2025-04-17,entrada,Rendimentos,1935.13,Transação referente a Rendimentos
419,2025-04-17,entrada,Vendas de Produtos,10047.96,Transação referente a Vendas de Produtos
1086,2025-04-18,saida,Manutenção,3144.7,Transação referente a Manutenção
694,2025-04-18,saida,Marketing,3731.47,Transação referente a Marketing
1410,2025-04-18,saida,Folha Salarial,1848.07,Transação referente a Folha Salarial
1300,2025-04-18,entrada,Aportes,7588.62,Transação referente a Aportes
893,2025-04-18,saida,Marketing,4032.65,Transação referente a Marketing
300,2025-04-18,saida,Marketing,2591.55,Transação referente a Marketing
821,2025-04-19,entrada,Rendimentos,4373.36,Transação referente a Rendimentos
1472,2025-04-19,entrada,Aportes,5715.94,Transação referente a Aportes
411,2025-04-19,saida,Aluguel,4179.93,Transação referente a Aluguel
414,2025-04-20,entrada,Vendas de Produtos,7288.28,Transação referente a Vendas de Produtos
908,2025-04-20,saida,Impostos,3490.48,Transação referente a Impostos
1272,2025-04-20,saida,Manutenção,3151.92,Transação referente a Manutenção
783,2025-04-20,saida,Folha Salarial,2998.17,Transação referente a Folha Salarial
1090,2025-04-20,saida,Logística,1109.98,Transação referente a Logística
840,2025-04-20,saida,Impostos,3775.39,Transação referente a Impostos
507,2025-04-21,entrada,Prestação de Serviços,5669.23,Transação referente a Prestação de Serviços
320,2025-04-21,saida,Logística,723.1,Transação referente a Logística
504,2025-04-21,entrada,Vendas de Produtos,14054.42,Transação referente a Vendas de Produtos
63,2025-04-21,entrada,Prestação de Serviços,2486.38,Transação referente a Prestação de Serviços
904,2025-04-21,saida,Marketing,1182.82,Transação referente a Marketing
525,2025-04-21,saida,Marketing,4383.08,Transação referente a Marketing
773,2025-04-21,entrada,Prestação de Serviços,9860.15,Transação referente a Prestação de Serviços
529,2025-04-21,saida,Logística,4108.27,Transação referente a Logística
1208,2025-04-22,entrada,Vendas de Produtos,11992.67,Transação referente a Vendas de Produtos
1482,2025-04-22,entrada,Rendimentos,6662.54,Transação referente a Rendimentos
830,2025-04-23,saida,Aluguel,3503.94,Transação referente a Aluguel
1046,2025-04-23,entrada,Vendas de Produtos,5991.77,Transação referente a Vendas de Produtos
950,2025-04-23,saida,Folha Salarial,2217.31,Transação referente a Folha Salarial
528,2025-04-24,saida,Logística,1323.75,Transação referente a Logística
1381,2025-04-24,saida,Logística,3160.17,Transação referente a Logística
1018,2025-04-24,entrada,Vendas de Produtos,11922.19,Transação referente a Vendas de Produtos
958,2025-04-24,saida,Logística,2027.11,Transação referente a Logística
1413,2025-04-25,saida,Manutenção,480.84,Transação referente a Manutenção
751,2025-04-25,entrada,Prestação de Serviços,7536.21,Transação referente a Prestação de Serviços
484,2025-04-25,entrada,Vendas de Produtos,3970.42,Transação referente a Vendas de Produtos
854,2025-04-25,entrada,Aportes,10847.38,Transação referente a Aportes
229,2025-04-25,entrada,Vendas de Produtos,1622.63,Transação referente a Vendas de Produtos
937,2025-04-26,saida,Impostos,826.97,Transação referente a Impostos
1490,2025-04-26,entrada,Aportes,8229.76,Transação referente a Aportes
1007,2025-04-26,saida,Impostos,4183.67,Transação referente a Impostos
961,2025-04-26,saida,Logística,4171.07,Transação referente a Logística
1070,2025-04-26,saida,Logística,4135.18,Transação referente a Logística
862,2025-04-27,entrada,Vendas de Produtos,11358.82,Transação referente a Vendas de Produtos
1386,2025-04-27,entrada,Rendimentos,1966.27,Transação referente a Rendimentos
919,2025-04-28,saida,Software SaaS,3886.58,Transação referente a Software SaaS
851,2025-04-28,entrada,Prestação de Serviços,5477.8,Transação referente a Prestação de Serviços
449,2025-04-28,entrada,Prestação de Serviços,4515.43,Transação referente a Prestação de Serviços
682,2025-04-28,entrada,Rendimentos,9509.53,Transação referente a Rendimentos
708,2025-04-28,saida,Logística,3361.97,Transação referente a Logística
706,2025-04-28,saida,Aluguel,4304.89,Transação referente a Aluguel
333,2025-04-28,entrada,Rendimentos,12005.68,Transação referente a Rendimentos
1109,2025-04-28,saida,Folha Salarial,2318.75,Transação referente a Folha Salarial
581,2025-04-28,saida,Manutenção,4161.85,Transação referente a Manutenção
787,2025-04-29,saida,Software SaaS,63.44,Transação referente a Software SaaS
109,2025-04-29,saida,Logística,569.06,Transação referente a Logística
834,2025-04-30,entrada,Aportes,14749.64,Transação referente a Aportes
171,2025-04-30,saida,Logística,2374.88,Transação referente a Logística
944,2025-04-30,saida,Manutenção,480.08,Transação referente a Manutenção
879,2025-04-30,saida,Impostos,1013.45,Transação referente a Impostos
30,2025-04-30,saida,Manutenção,1178.21,Transação referente a Manutenção
1026,2025-04-30,entrada,Prestação de Serviços,2303.4,Transação referente a Prestação de Serviços
326,2025-04-30,saida,Folha Salarial,436.8,Transação referente a Folha Salarial
1038,2025-05-01,saida,Impostos,1258.63,Transação referente a Impostos
1398,2025-05-01,saida,Marketing,1150.86,Transação referente a Marketing
1270,2025-05-01,entrada,Prestação de Serviços,12324.31,Transação referente a Prestação de Serviços
870,2025-05-02,saida,Logística,417.51,Transação referente a Logística
1012,2025-05-02,entrada,Rendimentos,2469.34,Transação referente a Rendimentos
647,2025-05-02,entrada,Prestação de Serviços,5650.01,Transação referente a Prestação de Serviços
1435,2025-05-02,entrada,Rendimentos,1601.74,Transação referente a Rendimentos
720,2025-05-02,entrada,Rendimentos,10952.64,Transação referente a Rendimentos
267,2025-05-02,entrada,Rendimentos,14065.6,Transação referente a Rendimentos
703,2025-05-03,entrada,Prestação de Serviços,6367.99,Transação referente a Prestação de Serviços
759,2025-05-03,saida,Folha Salarial,3071.41,Transação referente a Folha Salarial
1169,2025-05-03,saida,Aluguel,328.39,Transação referente a Aluguel
430,2025-05-03,saida,Folha Salarial,327.63,Transação referente a Folha Salarial
471,2025-05-03,entrada,Prestação de Serviços,2158.78,Transação referente a Prestação de Serviços
1047,2025-05-03,entrada,Aportes,11021.45,Transação referente a Aportes
1498,2025-05-04,entrada,Aportes,7176.99,Transação referente a Aportes
140,2025-05-04,saida,Logística,2913.49,Transação referente a Logística
726,2025-05-04,entrada,Aportes,2066.74,Transação referente a Aportes
1456,2025-05-05,entrada,Aportes,9590.69,Transação referente a Aportes
801,2025-05-05,entrada,Vendas de Produtos,2588.4,Transação referente a Vendas de Produtos
826,2025-05-05,entrada,Aportes,11525.57,Transação referente a Aportes
1197,2025-05-06,saida,Impostos,85.46,Transação referente a Impostos
296,2025-05-06,entrada,Aportes,14120.07,Transação referente a Aportes
1172,2025-05-06,saida,Folha Salarial,1276.11,Transação referente a Folha Salarial
10,2025-05-07,saida,Impostos,1249.43,Transação referente a Impostos
982,2025-05-07,saida,Logística,1995.23,Transação referente a Logística
1041,2025-05-07,entrada,Aportes,3716.91,Transação referente a Aportes
511,2025-05-07,entrada,Vendas de Produtos,8319.59,Transação referente a Vendas de Produtos
1137,2025-05-08,entrada,Aportes,6291.19,Transação referente a Aportes
611,2025-05-08,saida,Marketing,2673.7,Transação referente a Marketing
15,2025-05-08,saida,Impostos,4027.06,Transação referente a Impostos
218,2025-05-08,saida,Aluguel,2001.92,Transação referente a Aluguel
1463,2025-05-08,saida,Manutenção,2514.24,Transação referente a Manutenção
402,2025-05-09,saida,Aluguel,2329.07,Transação referente a Aluguel
569,2025-05-09,saida,Manutenção,2325.95,Transação referente a Manutenção
1314,2025-05-09,entrada,Vendas de Produtos,4705.78,Transação referente a Vendas de Produtos
1171,2025-05-09,saida,Aluguel,160.21,Transação referente a Aluguel
612,2025-05-09,entrada,Vendas de Produtos,1176.64,Transação referente a Vendas de Produtos
686,2025-05-10,entrada,Prestação de Serviços,2175.75,Transação referente a Prestação de Serviços
196,2025-05-10,saida,Impostos,3824.0,Transação referente a Impostos
831,2025-05-10,entrada,Vendas de Produtos,11908.41,Transação referente a Vendas de Produtos
1034,2025-05-10,saida,Logística,2342.38,Transação referente a Logística
600,2025-05-11,entrada,Prestação de Serviços,2080.91,Transação referente a Prestação de Serviços
1421,2025-05-11,saida,Impostos,4165.18,Transação referente a Impostos
1078,2025-05-12,entrada,Vendas de Produtos,1521.17,Transação referente a Vendas de Produtos
410,2025-05-13,saida,Folha Salarial,491.31,Transação referente a Folha Salarial
729,2025-05-13,saida,Folha Salarial,2346.8,Transação referente a Folha Salarial
22,2025-05-13,entrada,Vendas de Produtos,7395.18,Transação referente a Vendas de Produtos
626,2025-05-13,saida,Impostos,4379.4,Transação referente a Impostos
71,2025-05-14,saida,Manutenção,2244.44,Transação referente a Manutenção
1305,2025-05-14,saida,Folha Salarial,3513.28,Transação referente a Folha Salarial
103,2025-05-15,entrada,Vendas de Produtos,11668.09,Transação referente a Vendas de Produtos
48,2025-05-15,saida,Software SaaS,65.43,Transação referente a Software SaaS
719,2025-05-15,entrada,Prestação de Serviços,10472.35,Transação referente a Prestação de Serviços
595,2025-05-15,saida,Folha Salarial,3133.02,Transação referente a Folha Salarial
778,2025-05-15,saida,Aluguel,1453.63,Transação referente a Aluguel
379,2025-05-16,entrada,Rendimentos,4003.64,Transação referente a Rendimentos
650,2025-05-16,entrada,Rendimentos,8538.01,Transação referente a Rendimentos
338,2025-05-16,saida,Logística,2425.37,Transação referente a Logística
393,2025-05-16,saida,Folha Salarial,1719.95,Transação referente a Folha Salarial
856,2025-05-16,saida,Manutenção,3221.37,Transação referente a Manutenção
512,2025-05-16,entrada,Rendimentos,12975.34,Transação referente a Rendimentos
86,2025-05-17,saida,Impostos,3507.44,Transação referente a Impostos
143,2025-05-17,entrada,Prestação de Serviços,5808.47,Transação referente a Prestação de Serviços
36,2025-05-18,entrada,Aportes,10081.09,Transação referente a Aportes
1278,2025-05-18,entrada,Aportes,9527.91,Transação referente a Aportes
1077,2025-05-18,entrada,Aportes,3182.43,Transação referente a Aportes
564,2025-05-19,saida,Folha Salarial,606.95,Transação referente a Folha Salarial
236,2025-05-19,saida,Logística,783.19,Transação referente a Logística
261,2025-05-19,entrada,Vendas de Produtos,10790.33,Transação referente a Vendas de Produtos
1282,2025-05-19,saida,Marketing,2956.46,Transação referente a Marketing
1082,2025-05-19,saida,Impostos,4491.88,Transação referente a Impostos
1459,2025-05-19,entrada,Rendimentos,6050.03,Transação referente a Rendimentos
1003,2025-05-20,entrada,Vendas de Produtos,3154.61,Transação referente a Vendas de Produtos
400,2025-05-20,saida,Marketing,3206.8,Transação referente a Marketing
391,2025-05-20,entrada,Prestação de Serviços,8171.59,Transação referente a Prestação de Serviços
981,2025-05-20,saida,Impostos,4312.42,Transação referente a Impostos
992,2025-05-21,entrada,Aportes,8384.3,Transação referente a Aportes
345,2025-05-21,entrada,Rendimentos,6594.21,Transação referente a Rendimentos
807,2025-05-21,entrada,Prestação de Serviços,12571.93,Transação referente a Prestação de Serviços
1043,2025-05-21,saida,Logística,1051.32,Transação referente a Logística
712,2025-05-21,saida,Software SaaS,3894.56,Transação referente a Software SaaS
1080,2025-05-22,entrada,Rendimentos,5875.74,Transação referente a Rendimentos
920,2025-05-22,saida,Folha Salarial,2395.88,Transação referente a Folha Salarial
617,2025-05-22,saida,Logística,1405.6,Transação referente a Logística
786,2025-05-22,saida,Marketing,438.75,Transação referente a Marketing
541,2025-05-22,entrada,Aportes,9421.55,Transação referente a Aportes
199,2025-05-22,entrada,Vendas de Produtos,12933.6,Transação referente a Vendas de Produtos
354,2025-05-22,entrada,Rendimentos,7627.21,Transação referente a Rendimentos
1247,2025-05-23,saida,Impostos,4253.05,Transação referente a Impostos
843,2025-05-23,saida,Folha Salarial,3894.41,Transação referente a Folha Salarial
501,2025-05-23,saida,Manutenção,346.72,Transação referente a Manutenção
825,2025-05-23,entrada,Vendas de Produtos,1219.12,Transação referente a Vendas de Produtos
1303,2025-05-23,saida,Logística,2806.35,Transação referente a Logística
255,2025-05-24,saida,Aluguel,3344.54,Transação referente a Aluguel
570,2025-05-24,saida,Manutenção,1423.7,Transação referente a Manutenção
1321,2025-05-24,saida,Logística,3078.83,Transação referente a Logística
848,2025-05-24,entrada,Aportes,8455.73,Transação referente a Aportes
244,2025-05-25,entrada,Aportes,6438.98,Transação referente a Aportes
59,2025-05-26,entrada,Aportes,10266.99,Transação referente a Aportes
31,2025-05-26,entrada,Vendas de Produtos,5997.82,Transação referente a Vendas de Produtos
243,2025-05-26,saida,Aluguel,2463.24,Transação referente a Aluguel
967,2025-05-26,entrada,Rendimentos,11406.35,Transação referente a Rendimentos
181,2025-05-26,entrada,Vendas de Produtos,8784.6,Transação referente a Vendas de Produtos
232,2025-05-26,saida,Impostos,2148.65,Transação referente a Impostos
763,2025-05-27,saida,Marketing,455.86,Transação referente a Marketing
788,2025-05-28,saida,Impostos,2760.42,Transação referente a Impostos
485,2025-05-28,saida,Folha Salarial,3136.73,Transação referente a Folha Salarial
315,2025-05-28,saida,Folha Salarial,3114.53,Transação referente a Folha Salarial
725,2025-05-28,entrada,Rendimentos,12438.05,Transação referente a Rendimentos
228,2025-05-28,entrada,Prestação de Serviços,14543.63,Transação referente a Prestação de Serviços
1312,2025-05-28,entrada,Aportes,2368.28,Transação referente a Aportes
815,2025-05-28,saida,Impostos,1595.92,Transação referente a Impostos
1383,2025-05-28,saida,Marketing,4337.71,Transação referente a Marketing
1179,2025-05-29,entrada,Prestação de Serviços,9244.02,Transação referente a Prestação de Serviços
1242,2025-05-29,entrada,Prestação de Serviços,1584.76,Transação referente a Prestação de Serviços
1019,2025-05-29,saida,Marketing,4367.92,Transação referente a Marketing
1205,2025-05-29,entrada,Aportes,10350.66,Transação referente a Aportes
993,2025-05-29,entrada,Vendas de Produtos,11018.5,Transação referente a Vendas de Produtos
1357,2025-05-29,saida,Manutenção,4448.83,Transação referente a Manutenção
348,2025-05-30,saida,Manutenção,889.78,Transação referente a Manutenção
183,2025-05-30,saida,Logística,2699.91,Transação referente a Logística
1210,2025-05-30,saida,Logística,1969.38,Transação referente a Logística
376,2025-05-30,saida,Marketing,1283.06,Transação referente a Marketing
878,2025-05-30,saida,Aluguel,1339.23,Transação referente a Aluguel
891,2025-05-30,entrada,Rendimentos,10637.33,Transação referente a Rendimentos
249,2025-05-30,saida,Marketing,2988.72,Transação referente a Marketing
535,2025-05-30,entrada,Aportes,9133.72,Transação referente a Aportes
82,2025-05-30,saida,Aluguel,1723.89,Transação referente a Aluguel
572,2025-05-30,saida,Impostos,1006.06,Transação referente a Impostos
1330,2025-05-31,entrada,Rendimentos,7540.71,Transação referente a Rendimentos
197,2025-05-31,saida,Software SaaS,1915.6,Transação referente a Software SaaS
115,2025-06-01,entrada,Aportes,8619.08,Transação referente a Aportes
156,2025-06-01,entrada,Aportes,13813.75,Transação referente a Aportes
1452,2025-06-01,saida,Logística,1787.54,Transação referente a Logística
360,2025-06-01,saida,Manutenção,3509.58,Transação referente a Manutenção
659,2025-06-01,saida,Manutenção,1967.05,Transação referente a Manutenção
1167,2025-06-02,entrada,Aportes,9619.39,Transação referente a Aportes
329,2025-06-02,saida,Manutenção,3301.92,Transação referente a Manutenção
364,2025-06-02,entrada,Rendimentos,3984.92,Transação referente a Rendimentos
321,2025-06-03,saida,Logística,3589.55,Transação referente a Logística
984,2025-06-03,saida,Aluguel,2728.36,Transação referente a Aluguel
295,2025-06-03,entrada,Aportes,12070.78,Transação referente a Aportes
233,2025-06-04,saida,Software SaaS,2975.05,Transação referente a Software SaaS
145,2025-06-04,entrada,Rendimentos,14162.53,Transação referente a Rendimentos
269,2025-06-04,saida,Manutenção,440.87,Transação referente a Manutenção
209,2025-06-04,saida,Software SaaS,615.72,Transação referente a Software SaaS
871,2025-06-05,saida,Folha Salarial,4120.63,Transação referente a Folha Salarial
1280,2025-06-06,saida,Aluguel,2048.9,Transação referente a Aluguel
1136,2025-06-06,entrada,Vendas de Produtos,2047.71,Transação referente a Vendas de Produtos
1442,2025-06-06,saida,Folha Salarial,4217.49,Transação referente a Folha Salarial
1409,2025-06-06,entrada,Aportes,12797.78,Transação referente a Aportes
561,2025-06-06,entrada,Rendimentos,8864.47,Transação referente a Rendimentos
113,2025-06-07,saida,Logística,3897.38,Transação referente a Logística
418,2025-06-07,saida,Impostos,2792.04,Transação referente a Impostos
1497,2025-06-07,entrada,Vendas de Produtos,14072.76,Transação referente a Vendas de Produtos
669,2025-06-07,entrada,Rendimentos,9780.99,Transação referente a Rendimentos
1113,2025-06-08,entrada,Vendas de Produtos,4972.64,Transação referente a Vendas de Produtos
453,2025-06-08,entrada,Aportes,10527.57,Transação referente a Aportes
915,2025-06-08,entrada,Prestação de Serviços,6321.82,Transação referente a Prestação de Serviços
85,2025-06-08,entrada,Prestação de Serviços,11671.43,Transação referente a Prestação de Serviços
54,2025-06-08,saida,Folha Salarial,2661.01,Transação referente a Folha Salarial
406,2025-06-08,entrada,Rendimentos,5698.94,Transação referente a Rendimentos
929,2025-06-09,saida,Marketing,1117.84,Transação referente a Marketing
717,2025-06-09,entrada,Prestação de Serviços,12459.74,Transação referente a Prestação de Serviços
1371,2025-06-09,saida,Software SaaS,4153.54,Transação referente a Software SaaS
838,2025-06-09,entrada,Prestação de Serviços,3312.03,Transação referente a Prestação de Serviços
497,2025-06-10,saida,Software SaaS,3598.76,Transação referente a Software SaaS
1336,2025-06-11,entrada,Rendimentos,9514.2,Transação referente a Rendimentos
672,2025-06-11,entrada,Prestação de Serviços,3500.71,Transação referente a Prestação de Serviços
57,2025-06-11,entrada,Rendimentos,10664.7,Transação referente a Rendimentos
1099,2025-06-11,saida,Software SaaS,2002.92,Transação referente a Software SaaS
1158,2025-06-11,entrada,Aportes,5028.33,Transação referente a Aportes
543,2025-06-11,saida,Logística,3397.35,Transação referente a Logística
552,2025-06-12,entrada,Prestação de Serviços,9060.47,Transação referente a Prestação de Serviços
582,2025-06-13,entrada,Aportes,13281.81,Transação referente a Aportes
47,2025-06-13,saida,Aluguel,777.55,Transação referente a Aluguel
334,2025-06-13,entrada,Vendas de Produtos,6586.47,Transação referente a Vendas de Produtos
342,2025-06-13,saida,Marketing,3131.55,Transação referente a Marketing
742,2025-06-13,entrada,Aportes,7190.16,Transação referente a Aportes
1297,2025-06-13,saida,Impostos,1459.69,Transação referente a Impostos
996,2025-06-13,saida,Manutenção,801.5,Transação referente a Manutenção
1081,2025-06-14,entrada,Vendas de Produtos,9020.27,Transação referente a Vendas de Produtos
88,2025-06-14,saida,Impostos,2590.92,Transação referente a Impostos
631,2025-06-14,saida,Manutenção,162.78,Transação referente a Manutenção
902,2025-06-14,saida,Folha Salarial,3910.59,Transação referente a Folha Salarial
1292,2025-06-15,saida,Aluguel,2204.74,Transação referente a Aluguel
800,2025-06-15,entrada,Aportes,5487.57,Transação referente a Aportes
999,2025-06-15,saida,Impostos,3929.98,Transação referente a Impostos
1059,2025-06-16,entrada,Vendas de Produtos,14841.05,Transação referente a Vendas de Produtos
623,2025-06-16,entrada,Prestação de Serviços,10178.72,Transação referente a Prestação de Serviços
710,2025-06-16,entrada,Prestação de Serviços,12966.34,Transação referente a Prestação de Serviços
182,2025-06-16,saida,Software SaaS,2225.75,Transação referente a Software SaaS
206,2025-06-16,saida,Impostos,4210.6,Transação referente a Impostos
702,2025-06-17,entrada,Rendimentos,7572.73,Transação referente a Rendimentos
189,2025-06-17,entrada,Prestação de Serviços,11734.02,Transação referente a Prestação de Serviços
670,2025-06-17,saida,Impostos,147.0,Transação referente a Impostos
227,2025-06-17,entrada,Prestação de Serviços,9881.18,Transação referente a Prestação de Serviços
385,2025-06-18,saida,Marketing,1422.04,Transação referente a Marketing
1444,2025-06-18,entrada,Aportes,7168.35,Transação referente a Aportes
1391,2025-06-19,entrada,Aportes,12599.1,Transação referente a Aportes
1252,2025-06-19,entrada,Aportes,12721.47,Transação referente a Aportes
70,2025-06-19,saida,Folha Salarial,299.22,Transação referente a Folha Salarial
910,2025-06-19,saida,Aluguel,1962.11,Transação referente a Aluguel
573,2025-06-20,saida,Software SaaS,994.16,Transação referente a Software SaaS
1207,2025-06-20,entrada,Rendimentos,7046.31,Transação referente a Rendimentos
827,2025-06-21,saida,Impostos,262.71,Transação referente a Impostos
362,2025-06-21,saida,Manutenção,4246.11,Transação referente a Manutenção
948,2025-06-22,entrada,Rendimentos,3280.94,Transação referente a Rendimentos
675,2025-06-22,entrada,Vendas de Produtos,5517.15,Transação referente a Vendas de Produtos
616,2025-06-23,entrada,Prestação de Serviços,2229.66,Transação referente a Prestação de Serviços
748,2025-06-23,saida,Impostos,4449.2,Transação referente a Impostos
828,2025-06-24,saida,Logística,2529.81,Transação referente a Logística
1074,2025-06-24,saida,Software SaaS,712.11,Transação referente a Software SaaS
556,2025-06-24,saida,Software SaaS,4440.17,Transação referente a Software SaaS
306,2025-06-24,entrada,Prestação de Serviços,10380.91,Transação referente a Prestação de Serviços
1417,2025-06-25,entrada,Vendas de Produtos,4067.06,Transação referente a Vendas de Produtos
214,2025-06-25,entrada,Prestação de Serviços,5171.76,Transação referente a Prestação de Serviços
965,2025-06-25,saida,Impostos,176.2,Transação referente a Impostos
271,2025-06-25,saida,Logística,1582.26,Transação referente a Logística
754,2025-06-25,entrada,Vendas de Produtos,6878.55,Transação referente a Vendas de Produtos
817,2025-06-25,saida,Software SaaS,2970.76,Transação referente a Software SaaS
697,2025-06-26,saida,Folha Salarial,253.92,Transação referente a Folha Salarial
1466,2025-06-27,saida,Aluguel,1159.65,Transação referente a Aluguel
945,2025-06-27,saida,Impostos,786.2,Transação referente a Impostos
452,2025-06-27,saida,Folha Salarial,2643.77,Transação referente a Folha Salarial
568,2025-06-27,saida,Logística,4354.1,Transação referente a Logística
882,2025-06-28,entrada,Vendas de Produtos,7826.36,Transação referente a Vendas de Produtos
21,2025-06-28,saida,Logística,1381.5,Transação referente a Logística
1050,2025-06-28,saida,Folha Salarial,4257.11,Transação referente a Folha Salarial
770,2025-06-29,saida,Impostos,1106.04,Transação referente a Impostos
1362,2025-06-29,entrada,Prestação de Serviços,12309.5,Transação referente a Prestação de Serviços
1483,2025-06-29,entrada,Aportes,9232.41,Transação referente a Aportes
380,2025-06-29,saida,Folha Salarial,4358.25,Transação referente a Folha Salarial
974,2025-06-30,saida,Manutenção,4004.17,Transação referente a Manutenção
818,2025-06-30,entrada,Rendimentos,5779.73,Transação referente a Rendimentos
909,2025-06-30,saida,Folha Salarial,4479.02,Transação referente a Folha Salarial
1067,2025-07-01,saida,Impostos,3229.59,Transação referente a Impostos
5,2025-07-01,saida,Aluguel,2673.74,Transação referente a Aluguel
239,2025-07-01,saida,Logística,4226.55,Transação referente a Logística
607,2025-07-01,saida,Marketing,851.52,Transação referente a Marketing
1464,2025-07-02,saida,Marketing,2775.4,Transação referente a Marketing
718,2025-07-02,saida,Logística,1881.72,Transação referente a Logística
340,2025-07-02,saida,Manutenção,3524.73,Transação referente a Manutenção
1360,2025-07-02,entrada,Prestação de Serviços,8306.04,Transação referente a Prestação de Serviços
1180,2025-07-03,saida,Aluguel,2878.26,Transação referente a Aluguel
459,2025-07-03,entrada,Rendimentos,1448.57,Transação referente a Rendimentos
689,2025-07-03,entrada,Rendimentos,11251.77,Transação referente a Rendimentos
160,2025-07-03,saida,Folha Salarial,2695.46,Transação referente a Folha Salarial
526,2025-07-03,saida,Impostos,3628.21,Transação referente a Impostos
942,2025-07-03,entrada,Prestação de Serviços,4377.66,Transação referente a Prestação de Serviços
737,2025-07-03,saida,Impostos,3556.73,Transação referente a Impostos
1127,2025-07-03,saida,Aluguel,1064.97,Transação referente a Aluguel
1215,2025-07-04,entrada,Aportes,14207.53,Transação referente a Aportes
1091,2025-07-04,entrada,Rendimentos,3038.59,Transação referente a Rendimentos
1429,2025-07-04,entrada,Aportes,3380.65,Transação referente a Aportes
986,2025-07-04,saida,Logística,1779.08,Transação referente a Logística
900,2025-07-04,saida,Software SaaS,2124.22,Transação referente a Software SaaS
1060,2025-07-04,entrada,Vendas de Produtos,11457.0,Transação referente a Vendas de Produtos
443,2025-07-04,entrada,Aportes,8496.55,Transação referente a Aportes
382,2025-07-05,saida,Impostos,1419.7,Transação referente a Impostos
353,2025-07-05,entrada,Rendimentos,12897.92,Transação referente a Rendimentos
587,2025-07-05,saida,Manutenção,2717.1,Transação referente a Manutenção
593,2025-07-06,saida,Manutenção,3633.17,Transação referente a Manutenção
7,2025-07-06,entrada,Aportes,6172.12,Transação referente a Aportes
819,2025-07-07,entrada,Rendimentos,6739.33,Transação referente a Rendimentos
772,2025-07-07,saida,Impostos,3729.27,Transação referente a Impostos
1066,2025-07-07,entrada,Prestação de Serviços,11818.97,Transação referente a Prestação de Serviços
1397,2025-07-07,saida,Software SaaS,568.63,Transação referente a Software SaaS
1461,2025-07-07,saida,Marketing,918.36,Transação referente a Marketing
323,2025-07-08,saida,Folha Salarial,939.05,Transação referente a Folha Salarial
313,2025-07-09,saida,Logística,381.9,Transação referente a Logística
666,2025-07-09,entrada,Vendas de Produtos,12343.5,Transação referente a Vendas de Produtos
247,2025-07-09,saida,Impostos,1461.75,Transação referente a Impostos
1223,2025-07-09,saida,Logística,695.02,Transação referente a Logística
1211,2025-07-09,saida,Aluguel,3223.13,Transação referente a Aluguel
1453,2025-07-10,saida,Impostos,4180.61,Transação referente a Impostos
